Batter,Bowler,Balls Faced,Runs Scored (Batter),Total Runs (Incl. Extras),Wickets Taken,Strike Rate,Dismissal Rate
M Shahrukh Khan,A Zampa,3,6,6,0,200.0,0.0
M Shahrukh Khan,AR Patel,6,4,4,0,66.66666666666666,0.0
M Shahrukh Khan,AS Joseph,1,6,6,0,600.0,0.0
M Shahrukh Khan,Abhishek Sharma,6,8,9,0,133.33333333333331,0.0
M Shahrukh Khan,Akash Deep,7,23,23,0,328.57142857142856,0.0
M Shahrukh Khan,Akash Singh,3,1,1,0,33.33333333333333,0.0
M Shahrukh Khan,Arshdeep Singh,1,6,6,0,600.0,0.0
M Shahrukh Khan,Ashwani Kumar,1,0,0,1,0.0,100.0
M Shahrukh Khan,B Kumar,4,8,8,1,200.0,25.0
M Shahrukh Khan,Basil Thampi,5,12,14,1,240.0,20.0
M Shahrukh Khan,C Green,15,31,32,0,206.66666666666669,0.0
M Shahrukh Khan,C Sakariya,2,1,1,0,50.0,0.0
M Shahrukh Khan,CJ Jordan,2,2,2,1,100.0,50.0
M Shahrukh Khan,CR Woakes,5,15,15,0,300.0,0.0
M Shahrukh Khan,CV Varun,8,4,4,0,50.0,0.0
M Shahrukh Khan,D Pretorius,1,1,1,0,100.0,0.0
M Shahrukh Khan,DG Nalkande,1,1,1,0,100.0,0.0
M Shahrukh Khan,DJ Bravo,4,6,6,0,150.0,0.0
M Shahrukh Khan,DL Chahar,5,1,1,1,20.0,20.0
M Shahrukh Khan,DS Rathi,1,1,1,0,100.0,0.0
M Shahrukh Khan,Fazalhaq Farooqi,7,14,14,0,200.0,0.0
M Shahrukh Khan,GHS Garton,3,2,2,0,66.66666666666666,0.0
M Shahrukh Khan,GJ Maxwell,7,14,14,0,200.0,0.0
M Shahrukh Khan,HH Pandya,3,6,6,1,200.0,33.33333333333333
M Shahrukh Khan,HV Patel,20,25,29,1,125.0,5.0
M Shahrukh Khan,Harshit Rana,6,17,17,0,283.33333333333337,0.0
M Shahrukh Khan,I Sharma,1,1,1,0,100.0,0.0
M Shahrukh Khan,J Little,3,2,3,1,66.66666666666666,33.33333333333333
M Shahrukh Khan,J Suchith,15,16,16,0,106.66666666666669,0.0
M Shahrukh Khan,JC Archer,5,7,8,0,140.0,0.0
M Shahrukh Khan,JD Unadkat,1,1,1,0,100.0,0.0
M Shahrukh Khan,JJ Bumrah,6,6,6,1,100.0,16.666666666666664
M Shahrukh Khan,JO Holder,5,6,6,1,120.0,20.0
M Shahrukh Khan,JR Hazlewood,3,0,0,0,0.0,0.0
M Shahrukh Khan,K Rabada,4,9,9,0,225.0,0.0
M Shahrukh Khan,KM Asif,2,1,3,0,50.0,0.0
M Shahrukh Khan,KV Sharma,15,23,23,0,153.33333333333334,0.0
M Shahrukh Khan,Kuldeep Yadav,9,7,7,0,77.77777777777779,0.0
M Shahrukh Khan,M Jansen,3,1,1,0,33.33333333333333,0.0
M Shahrukh Khan,M Markande,2,0,0,1,0.0,50.0
M Shahrukh Khan,M Pathirana,3,2,3,0,66.66666666666666,0.0
M Shahrukh Khan,M Prasidh Krishna,2,0,0,1,0.0,50.0
M Shahrukh Khan,M Theekshana,7,16,16,1,228.57142857142856,14.285714285714285
M Shahrukh Khan,MA Wood,4,13,14,0,325.0,0.0
M Shahrukh Khan,MM Ali,11,13,13,0,118.1818181818182,0.0
M Shahrukh Khan,MM Sharma,3,5,5,0,166.66666666666669,0.0
M Shahrukh Khan,Mohammed Shami,7,22,22,0,314.2857142857143,0.0
M Shahrukh Khan,Mohammed Siraj,11,11,15,1,100.0,9.090909090909092
M Shahrukh Khan,Mujeeb Ur Rahman,2,0,5,0,0.0,0.0
M Shahrukh Khan,Mukesh Choudhary,1,1,1,0,100.0,0.0
M Shahrukh Khan,Mukesh Kumar,4,3,3,0,75.0,0.0
M Shahrukh Khan,Mustafizur Rahman,4,6,6,0,150.0,0.0
M Shahrukh Khan,Navdeep Saini,3,3,3,0,100.0,0.0
M Shahrukh Khan,Naveen-ul-Haq,4,3,4,0,75.0,0.0
M Shahrukh Khan,Noor Ahmad,3,2,2,0,66.66666666666666,0.0
M Shahrukh Khan,PJ Cummins,2,6,6,0,300.0,0.0
M Shahrukh Khan,PWH de Silva,8,7,7,1,87.5,12.5
M Shahrukh Khan,R Ashwin,7,16,16,0,228.57142857142856,0.0
M Shahrukh Khan,RA Jadeja,22,20,21,1,90.9090909090909,4.545454545454546
M Shahrukh Khan,RJ Gleeson,2,2,2,0,100.0,0.0
M Shahrukh Khan,Rashid Khan,8,4,5,1,50.0,12.5
M Shahrukh Khan,Rasikh Salam,3,6,6,1,200.0,33.33333333333333
M Shahrukh Khan,Ravi Bishnoi,7,9,10,0,128.57142857142858,0.0
M Shahrukh Khan,S Dube,5,15,15,0,300.0,0.0
M Shahrukh Khan,S Kaul,4,9,9,0,225.0,0.0
M Shahrukh Khan,SM Curran,2,0,1,1,0.0,50.0
M Shahrukh Khan,SN Thakur,22,34,36,0,154.54545454545453,0.0
M Shahrukh Khan,SP Narine,10,9,9,0,90.0,0.0
M Shahrukh Khan,Sandeep Sharma,5,4,4,0,80.0,0.0
M Shahrukh Khan,Shahbaz Ahmed,7,13,13,0,185.7142857142857,0.0
M Shahrukh Khan,Shivam Mavi,4,9,9,0,225.0,0.0
M Shahrukh Khan,Simarjeet Singh,1,1,1,0,100.0,0.0
M Shahrukh Khan,Suyash Sharma,2,1,2,0,50.0,0.0
M Shahrukh Khan,Swapnil Singh,3,4,4,0,133.33333333333331,0.0
M Shahrukh Khan,T Natarajan,9,10,11,0,111.11111111111111,0.0
M Shahrukh Khan,T Stubbs,2,0,1,1,0.0,50.0
M Shahrukh Khan,TA Boult,15,34,34,0,226.66666666666663,0.0
M Shahrukh Khan,TG Southee,6,11,11,1,183.3333333333333,16.666666666666664
M Shahrukh Khan,TU Deshpande,5,7,9,0,140.0,0.0
M Shahrukh Khan,Umran Malik,7,9,9,1,128.57142857142858,14.285714285714285
M Shahrukh Khan,VG Arora,5,14,14,0,280.0,0.0
M Shahrukh Khan,VR Iyer,2,7,7,0,350.0,0.0
M Shahrukh Khan,Vijaykumar Vyshak,7,10,11,0,142.85714285714286,0.0
M Shahrukh Khan,W O'Rourke,5,8,8,0,160.0,0.0
M Shahrukh Khan,WD Parnell,3,6,6,0,200.0,0.0
M Shahrukh Khan,YS Chahal,15,13,15,1,86.66666666666667,6.666666666666667
M Shahrukh Khan,Yash Dayal,6,9,9,0,150.0,0.0
M Shahrukh Khan,Yash Thakur,6,3,3,1,50.0,16.666666666666664
M Theekshana,C Bosch,2,1,1,0,50.0,0.0
M Theekshana,HV Patel,4,7,11,0,175.0,0.0
M Theekshana,JJ Bumrah,6,1,5,0,16.666666666666664,0.0
M Theekshana,K Kartikeya,1,0,0,0,0.0,0.0
M Theekshana,KK Ahmed,1,0,0,0,0.0,0.0
M Theekshana,KV Sharma,1,0,0,1,0.0,100.0
M Theekshana,M Pathirana,3,2,2,0,66.66666666666666,0.0
M Theekshana,M Prasidh Krishna,6,2,2,0,33.33333333333333,0.0
M Theekshana,Mohammed Siraj,4,1,1,0,25.0,0.0
M Theekshana,R Sai Kishore,3,2,2,1,66.66666666666666,33.33333333333333
M Theekshana,Ramandeep Singh,2,0,0,1,0.0,50.0
M Theekshana,SH Johnson,1,1,1,0,100.0,0.0
M Tiwari,JJ Bumrah,2,2,2,1,100.0,50.0
M Tiwari,MJ Santner,2,1,1,0,50.0,0.0
M Vohra,Arshdeep Singh,2,0,0,1,0.0,50.0
M Vohra,Avesh Khan,5,0,1,0,0.0,0.0
M Vohra,CR Woakes,6,9,9,1,150.0,16.666666666666664
M Vohra,DL Chahar,9,12,12,0,133.33333333333331,0.0
M Vohra,JA Richardson,7,12,13,0,171.42857142857142,0.0
M Vohra,JR Hazlewood,5,11,11,1,220.00000000000003,20.0
M Vohra,KA Jamieson,8,6,6,1,75.0,12.5
M Vohra,M Theekshana,3,1,1,1,33.33333333333333,33.33333333333333
M Vohra,MM Ali,1,1,1,0,100.0,0.0
M Vohra,Mohammed Siraj,5,2,4,0,40.0,0.0
M Vohra,SM Curran,7,9,9,1,128.57142857142858,14.285714285714285
M Vohra,Shahbaz Ahmed,3,7,11,0,233.33333333333331,0.0
M Vohra,TU Deshpande,2,1,1,0,50.0,0.0
MA Agarwal,A Badoni,1,1,1,0,100.0,0.0
MA Agarwal,A Kamboj,2,0,0,1,0.0,50.0
MA Agarwal,A Nortje,10,13,15,0,130.0,0.0
MA Agarwal,AD Russell,4,1,1,1,25.0,25.0
MA Agarwal,Abhishek Sharma,5,2,2,0,40.0,0.0
MA Agarwal,Akash Deep,2,2,2,0,100.0,0.0
MA Agarwal,Akash Madhwal,8,19,19,1,237.5,12.5
MA Agarwal,Akash Singh,6,15,15,0,250.0,0.0
MA Agarwal,Arjun Tendulkar,6,2,4,0,33.33333333333333,0.0
MA Agarwal,Arshdeep Singh,12,18,19,0,150.0,0.0
MA Agarwal,Avesh Khan,25,39,39,0,156.0,0.0
MA Agarwal,Azmatullah Omarzai,11,8,9,1,72.72727272727273,9.090909090909092
MA Agarwal,B Kumar,13,15,15,0,115.38461538461536,0.0
MA Agarwal,Basil Thampi,7,14,14,0,200.0,0.0
MA Agarwal,C Green,7,3,6,0,42.85714285714285,0.0
MA Agarwal,C Sakariya,11,11,11,1,100.0,9.090909090909092
MA Agarwal,CH Morris,8,17,20,0,212.5,0.0
MA Agarwal,CJ Jordan,4,3,3,0,75.0,0.0
MA Agarwal,CR Woakes,3,8,9,0,266.66666666666663,0.0
MA Agarwal,CV Varun,12,6,7,1,50.0,8.333333333333332
MA Agarwal,DJ Willey,7,11,11,0,157.14285714285714,0.0
MA Agarwal,DL Chahar,8,6,6,1,75.0,12.5
MA Agarwal,DS Rathi,7,8,8,0,114.28571428571428,0.0
MA Agarwal,DT Christian,3,9,9,0,300.0,0.0
MA Agarwal,E Malinga,1,1,1,0,100.0,0.0
MA Agarwal,GHS Garton,13,12,15,0,92.3076923076923,0.0
MA Agarwal,HH Pandya,10,10,11,2,100.0,20.0
MA Agarwal,HR Shokeen,3,3,3,0,100.0,0.0
MA Agarwal,HV Patel,16,17,17,1,106.25,6.25
MA Agarwal,Harpreet Brar,8,10,10,0,125.0,0.0
MA Agarwal,Harsh Dubey,3,4,4,0,133.33333333333331,0.0
MA Agarwal,Harshit Rana,19,27,29,2,142.10526315789474,10.526315789473683
MA Agarwal,I Sharma,16,27,27,1,168.75,6.25
MA Agarwal,JD Unadkat,8,4,4,0,50.0,0.0
MA Agarwal,JJ Bumrah,11,13,13,0,118.1818181818182,0.0
MA Agarwal,JO Holder,10,12,12,1,120.0,10.0
MA Agarwal,JP Behrendorff,17,29,31,0,170.58823529411765,0.0
MA Agarwal,JR Hazlewood,3,2,2,0,66.66666666666666,0.0
MA Agarwal,K Kartikeya,17,26,28,0,152.94117647058823,0.0
MA Agarwal,K Rabada,14,37,37,0,264.2857142857143,0.0
MA Agarwal,KA Jamieson,12,10,10,0,83.33333333333334,0.0
MA Agarwal,KH Pandya,9,16,16,1,177.77777777777777,11.11111111111111
MA Agarwal,KK Ahmed,9,8,9,1,88.88888888888889,11.11111111111111
MA Agarwal,KM Asif,5,5,6,0,100.0,0.0
MA Agarwal,KR Mayers,2,2,2,0,100.0,0.0
MA Agarwal,KR Sen,3,2,2,0,66.66666666666666,0.0
MA Agarwal,KT Maphaka,6,2,3,0,33.33333333333333,0.0
MA Agarwal,Kartik Tyagi,9,15,16,0,166.66666666666669,0.0
MA Agarwal,Kuldeep Yadav,7,5,5,0,71.42857142857143,0.0
MA Agarwal,LH Ferguson,3,4,4,0,133.33333333333331,0.0
MA Agarwal,LI Meriwala,12,22,23,1,183.3333333333333,8.333333333333332
MA Agarwal,Lalit Yadav,12,19,19,0,158.33333333333331,0.0
MA Agarwal,M Ashwin,9,17,18,1,188.88888888888889,11.11111111111111
MA Agarwal,M Prasidh Krishna,8,10,11,0,125.0,0.0
MA Agarwal,M Theekshana,9,8,9,1,88.88888888888889,11.11111111111111
MA Agarwal,MA Starc,9,12,17,0,133.33333333333331,0.0
MA Agarwal,MJ Santner,7,6,7,0,85.71428571428571,0.0
MA Agarwal,MK Lomror,3,4,4,0,133.33333333333331,0.0
MA Agarwal,MP Stoinis,3,3,3,0,100.0,0.0
MA Agarwal,MR Marsh,9,13,14,0,144.44444444444443,0.0
MA Agarwal,Mohammed Shami,6,5,5,0,83.33333333333334,0.0
MA Agarwal,Mohammed Siraj,18,25,35,0,138.88888888888889,0.0
MA Agarwal,Mohsin Khan,10,13,17,0,130.0,0.0
MA Agarwal,Mukesh Choudhary,10,9,10,1,90.0,10.0
MA Agarwal,Mukesh Kumar,3,5,5,0,166.66666666666669,0.0
MA Agarwal,Musheer Khan,4,11,11,1,275.0,25.0
MA Agarwal,Mustafizur Rahman,15,19,20,1,126.66666666666666,6.666666666666667
MA Agarwal,NT Ellis,4,2,2,0,50.0,0.0
MA Agarwal,Nithish Kumar Reddy,3,1,1,1,33.33333333333333,33.33333333333333
MA Agarwal,PJ Cummins,8,9,10,0,112.5,0.0
MA Agarwal,PP Chawla,20,30,30,0,150.0,0.0
MA Agarwal,PVD Chameera,4,6,6,1,150.0,25.0
MA Agarwal,PWH de Silva,4,1,1,1,25.0,25.0
MA Agarwal,R Ashwin,16,31,31,0,193.75,0.0
MA Agarwal,R Tewatia,13,17,18,1,130.76923076923077,7.6923076923076925
MA Agarwal,RA Jadeja,3,1,1,1,33.33333333333333,33.33333333333333
MA Agarwal,RD Chahar,5,2,2,2,40.0,40.0
MA Agarwal,RP Meredith,10,16,16,1,160.0,10.0
MA Agarwal,S Kaul,2,2,2,0,100.0,0.0
MA Agarwal,SM Curran,3,2,2,0,66.66666666666666,0.0
MA Agarwal,SN Thakur,13,24,24,1,184.6153846153846,7.6923076923076925
MA Agarwal,SP Narine,11,12,12,1,109.09090909090908,9.090909090909092
MA Agarwal,Sandeep Sharma,3,2,2,0,66.66666666666666,0.0
MA Agarwal,Shahbaz Ahmed,18,29,29,0,161.11111111111111,0.0
MA Agarwal,Shivam Mavi,17,17,18,0,100.0,0.0
MA Agarwal,TA Boult,16,18,19,0,112.5,0.0
MA Agarwal,TG Southee,7,12,12,0,171.42857142857142,0.0
MA Agarwal,TS Mills,8,13,14,0,162.5,0.0
MA Agarwal,UT Yadav,17,14,15,1,82.35294117647058,5.88235294117647
MA Agarwal,Umran Malik,1,0,1,0,0.0,0.0
MA Agarwal,VG Arora,5,10,11,0,200.0,0.0
MA Agarwal,VR Iyer,3,7,8,0,233.33333333333331,0.0
MA Agarwal,Vijaykumar Vyshak,4,8,8,0,200.0,0.0
MA Agarwal,W O'Rourke,3,6,6,0,200.0,0.0
MA Agarwal,Washington Sundar,3,1,1,1,33.33333333333333,33.33333333333333
MA Starc,CV Varun,1,0,0,1,0.0,100.0
MA Starc,DS Rathi,4,2,2,0,50.0,0.0
MA Starc,E Malinga,1,1,1,0,100.0,0.0
MA Starc,I Sharma,2,2,2,0,100.0,0.0
MA Starc,JJ Bumrah,4,2,2,1,50.0,25.0
MA Starc,MJ Santner,2,1,2,0,50.0,0.0
MA Starc,Mustafizur Rahman,3,0,0,1,0.0,33.33333333333333
MA Starc,R Sai Kishore,1,1,1,0,100.0,0.0
MA Starc,Ravi Bishnoi,1,0,0,1,0.0,100.0
MA Starc,T Natarajan,3,6,6,0,200.0,0.0
MA Wood,HV Patel,1,0,0,1,0.0,100.0
MA Wood,TU Deshpande,3,10,10,0,333.33333333333337,0.0
MA Wood,WD Parnell,1,1,1,0,100.0,0.0
MC Henriques,Abhishek Sharma,9,9,9,1,100.0,11.11111111111111
MC Henriques,CV Varun,1,1,1,0,100.0,0.0
MC Henriques,HV Patel,6,10,10,1,166.66666666666669,16.666666666666664
MC Henriques,Mohammed Siraj,3,2,2,0,66.66666666666666,0.0
MC Henriques,Rashid Khan,8,5,9,0,62.5,0.0
MC Henriques,SN Thakur,3,3,3,0,100.0,0.0
MC Henriques,SP Narine,2,1,1,1,50.0,50.0
MD Shanaka,B Kumar,1,1,1,0,100.0,0.0
MD Shanaka,Fazalhaq Farooqi,2,2,2,0,100.0,0.0
MD Shanaka,HV Patel,2,0,0,1,0.0,50.0
MD Shanaka,M Theekshana,10,15,15,0,150.0,0.0
MD Shanaka,RA Jadeja,6,2,2,1,33.33333333333333,16.666666666666664
MD Shanaka,T Natarajan,4,6,6,0,150.0,0.0
MD Shanaka,Vijaykumar Vyshak,1,0,0,0,0.0,0.0
MG Bracewell,A Zampa,2,2,2,0,100.0,0.0
MG Bracewell,CV Varun,6,7,8,0,116.66666666666669,0.0
MG Bracewell,KM Asif,1,1,1,0,100.0,0.0
MG Bracewell,Kartik Tyagi,3,2,3,0,66.66666666666666,0.0
MG Bracewell,MM Sharma,9,18,19,0,200.0,0.0
MG Bracewell,Mohammed Shami,4,2,3,1,50.0,25.0
MG Bracewell,Noor Ahmad,4,6,7,0,150.0,0.0
MG Bracewell,SN Thakur,1,0,0,1,0.0,100.0
MG Bracewell,SP Narine,7,5,5,0,71.42857142857143,0.0
MG Bracewell,Sandeep Sharma,1,1,1,0,100.0,0.0
MG Bracewell,Suyash Sharma,4,7,7,0,175.0,0.0
MG Bracewell,T Natarajan,2,2,2,0,100.0,0.0
MG Bracewell,YS Chahal,5,5,5,0,100.0,0.0
MJ Owen,KT Maphaka,1,0,0,1,0.0,100.0
MJ Owen,TU Deshpande,1,0,0,0,0.0,0.0
MJ Santner,Arshdeep Singh,7,11,11,1,157.14285714285714,14.285714285714285
MJ Santner,Avesh Khan,1,0,0,0,0.0,0.0
MJ Santner,Azmatullah Omarzai,1,0,1,0,0.0,0.0
MJ Santner,C Green,2,1,2,0,50.0,0.0
MJ Santner,DR Sams,7,8,9,1,114.28571428571428,14.285714285714285
MJ Santner,E Malinga,1,0,0,0,0.0,0.0
MJ Santner,HV Patel,3,2,2,0,66.66666666666666,0.0
MJ Santner,J Little,1,0,1,0,0.0,0.0
MJ Santner,JJ Bumrah,4,3,4,0,75.0,0.0
MJ Santner,JR Hazlewood,3,8,8,0,266.66666666666663,0.0
MJ Santner,K Rabada,8,12,12,0,150.0,0.0
MJ Santner,KH Pandya,1,0,0,1,0.0,100.0
MJ Santner,M Prasidh Krishna,4,1,1,0,25.0,0.0
MJ Santner,MA Wood,1,1,1,0,100.0,0.0
MJ Santner,Mohammed Shami,3,2,2,0,66.66666666666666,0.0
MJ Santner,Mohammed Siraj,7,8,9,1,114.28571428571428,14.285714285714285
MJ Santner,NT Ellis,7,6,7,1,85.71428571428571,14.285714285714285
MJ Santner,Noor Ahmad,1,1,1,0,100.0,0.0
MJ Santner,OC McCoy,2,1,1,0,50.0,0.0
MJ Santner,R Ashwin,2,2,2,0,100.0,0.0
MJ Santner,R Dhawan,7,2,7,0,28.57142857142857,0.0
MJ Santner,RA Jadeja,4,2,2,0,50.0,0.0
MJ Santner,RD Chahar,3,2,2,1,66.66666666666666,33.33333333333333
MJ Santner,Rashid Khan,2,0,0,1,0.0,50.0
MJ Santner,SM Curran,1,1,1,0,100.0,0.0
MJ Santner,SN Thakur,1,2,2,0,200.0,0.0
MJ Santner,Sandeep Sharma,2,2,2,0,100.0,0.0
MJ Suthar,Mohammed Siraj,1,1,1,0,100.0,0.0
MJ Suthar,Vijaykumar Vyshak,1,0,0,1,0.0,100.0
MK Lomror,A Mishra,1,1,1,0,100.0,0.0
MK Lomror,A Nortje,4,4,5,0,100.0,0.0
MK Lomror,A Zampa,1,0,0,1,0.0,100.0
MK Lomror,AD Russell,2,1,1,0,50.0,0.0
MK Lomror,AR Patel,6,6,6,0,100.0,0.0
MK Lomror,AS Joseph,6,12,14,1,200.0,16.666666666666664
MK Lomror,AU Rashid,3,13,13,0,433.3333333333333,0.0
MK Lomror,Akash Singh,2,0,0,0,0.0,0.0
MK Lomror,Arshdeep Singh,12,16,18,1,133.33333333333331,8.333333333333332
MK Lomror,Avesh Khan,3,5,5,1,166.66666666666669,33.33333333333333
MK Lomror,B Kumar,6,6,7,0,100.0,0.0
MK Lomror,CV Varun,3,6,6,1,200.0,33.33333333333333
MK Lomror,D Pretorius,9,20,22,0,222.22222222222223,0.0
MK Lomror,DJ Hooda,6,24,24,0,400.0,0.0
MK Lomror,GHS Garton,2,1,2,0,50.0,0.0
MK Lomror,HV Patel,3,1,2,1,33.33333333333333,33.33333333333333
MK Lomror,Harpreet Brar,5,5,5,0,100.0,0.0
MK Lomror,I Sharma,14,15,20,0,107.14285714285714,0.0
MK Lomror,JD Unadkat,4,3,4,1,75.0,25.0
MK Lomror,JJ Bumrah,1,0,0,1,0.0,100.0
MK Lomror,JO Holder,10,14,14,0,140.0,0.0
MK Lomror,JP Behrendorff,1,1,1,0,100.0,0.0
MK Lomror,K Kartikeya,2,0,0,1,0.0,50.0
MK Lomror,K Rabada,6,1,1,1,16.666666666666664,16.666666666666664
MK Lomror,KH Pandya,4,5,5,0,125.0,0.0
MK Lomror,KK Ahmed,6,5,8,1,83.33333333333334,16.666666666666664
MK Lomror,KM Asif,1,1,1,0,100.0,0.0
MK Lomror,Kuldeep Yadav,14,31,31,0,221.42857142857144,0.0
MK Lomror,LH Ferguson,3,4,5,0,133.33333333333331,0.0
MK Lomror,Lalit Yadav,6,5,5,0,83.33333333333334,0.0
MK Lomror,M Markande,7,15,16,0,214.28571428571428,0.0
MK Lomror,M Theekshana,5,8,8,1,160.0,20.0
MK Lomror,MM Ali,7,9,9,0,128.57142857142858,0.0
MK Lomror,MP Stoinis,1,0,0,0,0.0,0.0
MK Lomror,MR Marsh,8,16,16,1,200.0,12.5
MK Lomror,Mohammed Shami,1,1,1,0,100.0,0.0
MK Lomror,Mukesh Kumar,6,10,10,0,166.66666666666669,0.0
MK Lomror,Mustafizur Rahman,2,7,7,0,350.0,0.0
MK Lomror,N Rana,3,6,6,0,200.0,0.0
MK Lomror,NT Ellis,2,0,1,0,0.0,0.0
MK Lomror,Naveen-ul-Haq,6,12,13,1,200.0,16.666666666666664
MK Lomror,Noor Ahmad,1,0,1,1,0.0,100.0
MK Lomror,OC McCoy,3,1,1,1,33.33333333333333,33.33333333333333
MK Lomror,PJ Cummins,3,5,5,1,166.66666666666669,33.33333333333333
MK Lomror,PVD Chameera,4,9,9,0,225.0,0.0
MK Lomror,R Ashwin,18,19,19,0,105.55555555555556,0.0
MK Lomror,R Dhawan,3,6,6,1,200.0,33.33333333333333
MK Lomror,RA Jadeja,8,5,5,0,62.5,0.0
MK Lomror,Rashid Khan,11,10,10,0,90.9090909090909,0.0
MK Lomror,Ravi Bishnoi,1,0,0,1,0.0,100.0
MK Lomror,S Kaul,8,3,4,0,37.5,0.0
MK Lomror,SM Curran,5,7,11,0,140.0,0.0
MK Lomror,SN Thakur,1,0,0,0,0.0,0.0
MK Lomror,SP Narine,11,24,24,1,218.18181818181816,9.090909090909092
MK Lomror,Sandeep Sharma,3,4,4,0,133.33333333333331,0.0
MK Lomror,Suyash Sharma,2,1,1,0,50.0,0.0
MK Lomror,T Natarajan,5,3,5,0,60.0,0.0
MK Lomror,TA Boult,5,9,9,0,180.0,0.0
MK Lomror,TU Deshpande,3,0,4,1,0.0,33.33333333333333
MK Lomror,YS Chahal,13,21,21,2,161.53846153846155,15.384615384615383
MK Lomror,Yash Thakur,9,23,24,2,255.55555555555557,22.22222222222222
MK Pandey,AD Russell,5,9,10,0,180.0,0.0
MK Pandey,AK Markram,3,4,4,0,133.33333333333331,0.0
MK Pandey,AR Patel,6,4,4,0,66.66666666666666,0.0
MK Pandey,AS Roy,10,8,8,1,80.0,10.0
MK Pandey,Abhishek Sharma,5,4,5,1,80.0,20.0
MK Pandey,Arshdeep Singh,4,2,2,0,50.0,0.0
MK Pandey,Ashwani Kumar,3,5,5,1,166.66666666666669,33.33333333333333
MK Pandey,Avesh Khan,3,3,3,0,100.0,0.0
MK Pandey,B Kumar,3,2,2,0,66.66666666666666,0.0
MK Pandey,C Sakariya,1,1,1,0,100.0,0.0
MK Pandey,CH Morris,5,10,10,0,200.0,0.0
MK Pandey,CV Varun,13,14,14,0,107.6923076923077,0.0
MK Pandey,D Pretorius,6,5,7,0,83.33333333333334,0.0
MK Pandey,DL Chahar,6,10,10,0,166.66666666666669,0.0
MK Pandey,DR Sams,1,1,1,0,100.0,0.0
MK Pandey,DT Christian,1,1,1,0,100.0,0.0
MK Pandey,E Malinga,6,20,20,0,333.33333333333337,0.0
MK Pandey,FA Allen,11,18,18,0,163.63636363636363,0.0
MK Pandey,G Coetzee,2,2,2,0,100.0,0.0
MK Pandey,HH Pandya,15,16,17,1,106.66666666666669,6.666666666666667
MK Pandey,HR Shokeen,12,20,26,0,166.66666666666669,0.0
MK Pandey,HV Patel,12,7,9,0,58.333333333333336,0.0
MK Pandey,Harpreet Brar,6,2,2,1,33.33333333333333,16.666666666666664
MK Pandey,Harsh Dubey,8,9,9,0,112.5,0.0
MK Pandey,J Little,2,1,1,0,50.0,0.0
MK Pandey,JD Unadkat,12,7,7,1,58.333333333333336,8.333333333333332
MK Pandey,JDS Neesham,8,12,13,0,150.0,0.0
MK Pandey,JJ Bumrah,19,28,30,0,147.36842105263156,0.0
MK Pandey,JR Hazlewood,4,1,1,1,25.0,25.0
MK Pandey,K Rabada,1,0,0,1,0.0,100.0
MK Pandey,KA Jamieson,3,7,7,0,233.33333333333331,0.0
MK Pandey,KA Pollard,2,1,1,1,50.0,50.0
MK Pandey,KH Pandya,8,14,15,0,175.0,0.0
MK Pandey,Kartik Tyagi,13,20,21,0,153.84615384615387,0.0
MK Pandey,L Ngidi,11,12,13,1,109.09090909090908,9.090909090909092
MK Pandey,M Ashwin,9,3,3,1,33.33333333333333,11.11111111111111
MK Pandey,M Markande,8,6,8,0,75.0,0.0
MK Pandey,M Pathirana,16,25,25,1,156.25,6.25
MK Pandey,M Prasidh Krishna,11,11,12,0,100.0,0.0
MK Pandey,M Theekshana,2,2,2,0,100.0,0.0
MK Pandey,MJ Santner,3,2,2,0,66.66666666666666,0.0
MK Pandey,MM Ali,17,22,22,0,129.41176470588235,0.0
MK Pandey,MP Stoinis,4,5,5,0,125.0,0.0
MK Pandey,Mohammed Shami,11,4,4,2,36.36363636363637,18.181818181818183
MK Pandey,Mohammed Siraj,13,5,6,0,38.46153846153847,0.0
MK Pandey,Mustafizur Rahman,2,0,1,1,0.0,50.0
MK Pandey,N Rana,2,2,2,0,100.0,0.0
MK Pandey,N Thushara,3,2,3,0,66.66666666666666,0.0
MK Pandey,NM Coulter-Nile,7,15,15,0,214.28571428571428,0.0
MK Pandey,NT Ellis,3,1,1,0,33.33333333333333,0.0
MK Pandey,Naman Dhir,8,12,13,0,150.0,0.0
MK Pandey,Nithish Kumar Reddy,2,2,2,0,100.0,0.0
MK Pandey,Noor Ahmad,8,9,11,0,112.5,0.0
MK Pandey,PJ Cummins,10,7,7,0,70.0,0.0
MK Pandey,PP Chawla,15,13,13,1,86.66666666666667,6.666666666666667
MK Pandey,PWH de Silva,12,24,24,1,200.0,8.333333333333332
MK Pandey,R Ashwin,6,8,8,0,133.33333333333331,0.0
MK Pandey,R Shepherd,5,10,10,1,200.0,20.0
MK Pandey,RA Jadeja,23,20,21,0,86.95652173913044,0.0
MK Pandey,RD Chahar,6,1,2,1,16.666666666666664,16.666666666666664
MK Pandey,RP Meredith,12,17,17,0,141.66666666666669,0.0
MK Pandey,Ravi Bishnoi,4,5,5,1,125.0,25.0
MK Pandey,SM Curran,4,5,5,0,125.0,0.0
MK Pandey,SN Thakur,12,15,16,0,125.0,0.0
MK Pandey,SP Narine,7,9,9,0,128.57142857142858,0.0
MK Pandey,Shahbaz Ahmed,12,18,18,1,150.0,8.333333333333332
MK Pandey,Shakib Al Hasan,11,22,22,0,200.0,0.0
